ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime
881,BHMBCCMKT01,577,26.14453614,91.73617216,92,car,low,1,0,23-11-2016,16:30:00
882,BHMBCCMKT01,577,26.14453614,91.73617216,32,car,low,1,0,24-11-2016,08:00:00
883,BHMBCCMKT01,577,26.14453614,91.73617216,34,car,low,1,0,24-11-2016,08:27:00
884,BHMBCCMKT01,577,26.14453614,91.73617216,52,bike,low,2,0,24-11-2016,09:00:00
885,BHMBCCMKT01,577,26.14453614,91.73617216,81,bike,low,2,0,24-11-2016,09:34:00
886,BHMBCCMKT01,577,26.14453614,91.73617216,110,bike,low,3,0,24-11-2016,10:01:00
887,BHMBCCMKT01,577,26.14453614,91.73617216,131,car,low,2,0,24-11-2016,10:27:00
888,BHMBCCMKT01,577,26.14453614,91.73617216,167,car,average,5,0,24-11-2016,11:00:00
889,BHMBCCMKT01,577,26.14453614,91.73617216,187,truck,average,5,0,24-11-2016,11:27:00
890,BHMBCCMKT01,577,26.14453614,91.73617216,200,bike,high,7,0,24-11-2016,12:00:00
891,BHMBCCMKT01,577,26.14453614,91.73617216,211,car,high,7,0,24-11-2016,12:30:00
892,BHMBCCMKT01,577,26.14453614,91.73617216,230,car,high,7,0,24-11-2016,13:04:00
893,BHMBCCMKT01,577,26.14453614,91.73617216,219,car,high,7,0,24-11-2016,13:30:00
894,BHMBCCMKT01,577,26.14453614,91.73617216,214,bike,average,5,0,24-11-2016,13:57:00
895,BHMBCCMKT01,577,26.14453614,91.73617216,194,car,average,4,0,24-11-2016,14:30:00
896,BHMBCCMKT01,577,26.14453614,91.73617216,176,truck,average,3,0,24-11-2016,14:57:00
897,BHMBCCMKT01,577,26.14453614,91.73617216,157,bike,low,2,0,24-11-2016,15:31:00
898,BHMBCCMKT01,577,26.14453614,91.73617216,147,bike,low,2,0,24-11-2016,15:57:00
899,BHMBCCMKT01,577,26.14453614,91.73617216,134,car,low,1,0,24-11-2016,16:31:00
900,BHMBCCMKT01,577,26.14453614,91.73617216,44,cycle,low,1,0,25-11-2016,08:00:00
901,BHMBCCMKT01,577,26.14453614,91.73617216,44,car,low,1,0,25-11-2016,08:00:00
902,BHMBCCMKT01,577,26.14453614,91.73617216,60,car,average,2,0,25-11-2016,09:00:00
903,BHMBCCMKT01,577,26.14453614,91.73617216,106,car,low,2,0,25-11-2016,09:27:00
904,BHMBCCMKT01,577,26.14453614,91.73617216,222,car,low,3,0,25-11-2016,10:00:00
905,BHMBCCMKT01,577,26.14453614,91.73617216,283,car,low,3,0,25-11-2016,10:27:00
906,BHMBCCMKT01,577,26.14453614,91.73617216,331,car,average,5,0,25-11-2016,11:00:00
907,BHMBCCMKT01,577,26.14453614,91.73617216,370,cycle,average,5,0,25-11-2016,11:27:00
908,BHMBCCMKT01,577,26.14453614,91.73617216,380,bike,high,8,0,25-11-2016,12:00:00
909,BHMBCCMKT01,577,26.14453614,91.73617216,390,truck,high,9,0,25-11-2016,12:34:00
910,BHMBCCMKT01,577,26.14453614,91.73617216,386,bike,high,7,0,25-11-2016,13:00:00
911,BHMBCCMKT01,577,26.14453614,91.73617216,384,car,high,7,0,25-11-2016,13:27:00
912,BHMBCCMKT01,577,26.14453614,91.73617216,357,car,average,4,0,25-11-2016,14:00:00
913,BHMBCCMKT01,577,26.14453614,91.73617216,355,car,average,4,0,25-11-2016,14:34:00
914,BHMBCCMKT01,577,26.14453614,91.73617216,341,car,average,3,0,25-11-2016,15:00:00
915,BHMBCCMKT01,577,26.14453614,91.73617216,333,car,low,2,0,25-11-2016,15:27:00
916,BHMBCCMKT01,577,26.14453614,91.73617216,264,truck,low,2,0,25-11-2016,16:00:00
917,BHMBCCMKT01,577,26.14453614,91.73617216,248,car,average,2,0,25-11-2016,16:27:00
918,BHMBCCMKT01,577,26.14453614,91.73617216,39,car,average,1,0,26-11-2016,08:01:00
919,BHMBCCMKT01,577,26.14453614,91.73617216,41,car,low,1,0,26-11-2016,08:28:00
920,BHMBCCMKT01,577,26.14453614,91.73617216,59,bike,low,2,0,26-11-2016,09:01:00
921,BHMBCCMKT01,577,26.14453614,91.73617216,111,car,low,2,0,26-11-2016,09:35:00
922,BHMBCCMKT01,577,26.14453614,91.73617216,160,bike,low,3,0,26-11-2016,10:01:00
923,BHMBCCMKT01,577,26.14453614,91.73617216,195,car,average,3,0,26-11-2016,10:35:00
924,BHMBCCMKT01,577,26.14453614,91.73617216,247,bike,average,5,0,26-11-2016,11:01:00
925,BHMBCCMKT01,577,26.14453614,91.73617216,298,car,average,4,0,26-11-2016,11:28:00
926,BHMBCCMKT01,577,26.14453614,91.73617216,368,car,high,8,0,26-11-2016,12:01:00
927,BHMBCCMKT01,577,26.14453614,91.73617216,428,bike,high,8,0,26-11-2016,12:28:00
928,BHMBCCMKT01,577,26.14453614,91.73617216,489,truck,high,8,0,26-11-2016,13:01:00
929,BHMBCCMKT01,577,26.14453614,91.73617216,508,bike,high,7,0,26-11-2016,13:28:00
930,BHMBCCMKT01,577,26.14453614,91.73617216,551,car,average,4,0,26-11-2016,14:01:00
931,BHMBCCMKT01,577,26.14453614,91.73617216,573,car,high,7,0,26-11-2016,14:41:00
932,BHMBCCMKT01,577,26.14453614,91.73617216,567,bike,low,2,0,26-11-2016,15:01:00
933,BHMBCCMKT01,577,26.14453614,91.73617216,551,car,average,2,0,26-11-2016,15:28:00
934,BHMBCCMKT01,577,26.14453614,91.73617216,543,truck,low,2,0,26-11-2016,16:01:00
935,BHMBCCMKT01,577,26.14453614,91.73617216,501,car,low,2,0,26-11-2016,16:28:00
936,BHMBCCMKT01,577,26.14453614,91.73617216,22,bike,low,1,1,27-11-2016,08:02:00
937,BHMBCCMKT01,577,26.14453614,91.73617216,22,car,low,2,1,27-11-2016,08:32:00
938,BHMBCCMKT01,577,26.14453614,91.73617216,23,truck,low,2,1,27-11-2016,09:02:00
939,BHMBCCMKT01,577,26.14453614,91.73617216,24,car,low,2,1,27-11-2016,09:32:00
940,BHMBCCMKT01,577,26.14453614,91.73617216,35,car,low,2,1,27-11-2016,10:01:00
941,BHMBCCMKT01,577,26.14453614,91.73617216,65,car,average,4,1,27-11-2016,10:32:00
942,BHMBCCMKT01,577,26.14453614,91.73617216,98,car,average,6,1,27-11-2016,11:01:00
943,BHMBCCMKT01,577,26.14453614,91.73617216,147,car,average,6,1,27-11-2016,11:31:00
944,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,high,10,1,27-11-2016,12:01:00
945,BHMBCCMKT01,577,26.14453614,91.73617216,223,car,high,10,1,27-11-2016,12:32:00
946,BHMBCCMKT01,577,26.14453614,91.73617216,259,car,high,9,1,27-11-2016,13:08:00
947,BHMBCCMKT01,577,26.14453614,91.73617216,291,car,high,9,1,27-11-2016,13:32:00
948,BHMBCCMKT01,577,26.14453614,91.73617216,304,car,average,5,1,27-11-2016,14:02:00
949,BHMBCCMKT01,577,26.14453614,91.73617216,300,bike,average,5,1,27-11-2016,14:31:00
950,BHMBCCMKT01,577,26.14453614,91.73617216,292,bike,average,4,1,27-11-2016,15:01:00
951,BHMBCCMKT01,577,26.14453614,91.73617216,283,truck,low,3,1,27-11-2016,15:32:00
952,BHMBCCMKT01,577,26.14453614,91.73617216,240,car,low,2,1,27-11-2016,16:01:00
953,BHMBCCMKT01,577,26.14453614,91.73617216,199,car,low,3,1,27-11-2016,16:32:00
954,BHMBCCMKT01,577,26.14453614,91.73617216,20,cycle,low,1,0,28-11-2016,08:01:00
955,BHMBCCMKT01,577,26.14453614,91.73617216,28,bike,low,1,0,28-11-2016,08:32:00
956,BHMBCCMKT01,577,26.14453614,91.73617216,33,cycle,low,1,0,28-11-2016,09:02:00
957,BHMBCCMKT01,577,26.14453614,91.73617216,51,bike,average,2,0,28-11-2016,09:28:00
958,BHMBCCMKT01,577,26.14453614,91.73617216,82,bike,low,2,0,28-11-2016,10:01:00
959,BHMBCCMKT01,577,26.14453614,91.73617216,112,bike,average,3,0,28-11-2016,10:32:00
960,BHMBCCMKT01,577,26.14453614,91.73617216,147,truck,average,4,0,28-11-2016,11:01:00
961,BHMBCCMKT01,577,26.14453614,91.73617216,187,car,average,5,0,28-11-2016,11:32:00
962,BHMBCCMKT01,577,26.14453614,91.73617216,205,car,high,7,0,28-11-2016,12:01:00
963,BHMBCCMKT01,577,26.14453614,91.73617216,217,car,high,7,0,28-11-2016,12:28:00
964,BHMBCCMKT01,577,26.14453614,91.73617216,224,bike,high,6,0,28-11-2016,13:02:00
965,BHMBCCMKT01,577,26.14453614,91.73617216,224,car,average,5,0,28-11-2016,13:31:00
966,BHMBCCMKT01,577,26.14453614,91.73617216,209,car,high,5,0,28-11-2016,14:02:00
967,BHMBCCMKT01,577,26.14453614,91.73617216,199,car,average,4,0,28-11-2016,14:32:00
968,BHMBCCMKT01,577,26.14453614,91.73617216,171,bike,low,2,0,28-11-2016,15:02:00
969,BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,2,0,28-11-2016,15:41:00
970,BHMBCCMKT01,577,26.14453614,91.73617216,131,bike,low,2,0,28-11-2016,16:02:00
971,BHMBCCMKT01,577,26.14453614,91.73617216,133,truck,low,1,0,28-11-2016,16:28:00
972,BHMBCCMKT01,577,26.14453614,91.73617216,20,truck,average,1,0,29-11-2016,07:55:00
973,BHMBCCMKT01,577,26.14453614,91.73617216,24,car,low,1,0,29-11-2016,08:28:00
974,BHMBCCMKT01,577,26.14453614,91.73617216,38,cycle,average,2,0,29-11-2016,09:02:00
975,BHMBCCMKT01,577,26.14453614,91.73617216,53,cycle,low,1,0,29-11-2016,09:28:00
976,BHMBCCMKT01,577,26.14453614,91.73617216,90,car,low,2,0,29-11-2016,10:01:00
977,BHMBCCMKT01,577,26.14453614,91.73617216,132,bike,low,2,0,29-11-2016,10:28:00
978,BHMBCCMKT01,577,26.14453614,91.73617216,165,bike,average,4,0,29-11-2016,11:01:00
979,BHMBCCMKT01,577,26.14453614,91.73617216,188,car,average,5,0,29-11-2016,11:28:00
980,BHMBCCMKT01,577,26.14453614,91.73617216,192,truck,average,5,0,29-11-2016,11:55:00
981,BHMBCCMKT01,577,26.14453614,91.73617216,206,car,high,7,0,29-11-2016,12:28:00
982,BHMBCCMKT01,577,26.14453614,91.73617216,208,truck,high,6,0,29-11-2016,13:02:00
983,BHMBCCMKT01,577,26.14453614,91.73617216,206,car,high,6,0,29-11-2016,13:28:00
984,BHMBCCMKT01,577,26.14453614,91.73617216,180,bike,average,3,0,29-11-2016,14:01:00
985,BHMBCCMKT01,577,26.14453614,91.73617216,169,car,average,3,0,29-11-2016,14:28:00
986,BHMBCCMKT01,577,26.14453614,91.73617216,152,bike,average,4,0,29-11-2016,14:55:00
987,BHMBCCMKT01,577,26.14453614,91.73617216,138,car,low,2,0,29-11-2016,15:28:00
988,BHMBCCMKT01,577,26.14453614,91.73617216,128,bike,low,2,0,29-11-2016,16:02:00
989,BHMBCCMKT01,577,26.14453614,91.73617216,114,bike,low,2,0,29-11-2016,16:28:00
990,BHMBCCMKT01,577,26.14453614,91.73617216,17,car,low,1,0,30-11-2016,08:02:00
991,BHMBCCMKT01,577,26.14453614,91.73617216,24,bike,low,0,0,30-11-2016,08:28:00
992,BHMBCCMKT01,577,26.14453614,91.73617216,35,car,low,1,0,30-11-2016,09:01:00
993,BHMBCCMKT01,577,26.14453614,91.73617216,49,cycle,low,1,0,30-11-2016,09:28:00
994,BHMBCCMKT01,577,26.14453614,91.73617216,81,car,low,2,0,30-11-2016,10:01:00
995,BHMBCCMKT01,577,26.14453614,91.73617216,107,car,low,2,0,30-11-2016,10:28:00
996,BHMBCCMKT01,577,26.14453614,91.73617216,134,cycle,average,4,0,30-11-2016,10:55:00
997,BHMBCCMKT01,577,26.14453614,91.73617216,159,car,average,5,0,30-11-2016,11:28:00
998,BHMBCCMKT01,577,26.14453614,91.73617216,182,car,high,7,0,30-11-2016,12:01:00
999,BHMBCCMKT01,577,26.14453614,91.73617216,189,cycle,high,7,0,30-11-2016,12:28:00
1000,BHMBCCMKT01,577,26.14453614,91.73617216,204,bike,high,7,0,30-11-2016,13:01:00
1001,BHMBCCMKT01,577,26.14453614,91.73617216,201,truck,high,7,0,30-11-2016,13:28:00
1002,BHMBCCMKT01,577,26.14453614,91.73617216,196,bike,average,4,0,30-11-2016,14:01:00
1003,BHMBCCMKT01,577,26.14453614,91.73617216,181,car,average,3,0,30-11-2016,14:28:00
1004,BHMBCCMKT01,577,26.14453614,91.73617216,154,cycle,average,3,0,30-11-2016,15:01:00
1005,BHMBCCMKT01,577,26.14453614,91.73617216,132,car,low,2,0,30-11-2016,15:28:00
1006,BHMBCCMKT01,577,26.14453614,91.73617216,114,truck,average,2,0,30-11-2016,16:01:00
1007,BHMBCCMKT01,577,26.14453614,91.73617216,106,car,low,2,0,30-11-2016,16:28:00
1008,BHMBCCMKT01,577,26.14453614,91.73617216,22,bike,low,1,0,01-12-2016,08:05:00
1009,BHMBCCMKT01,577,26.14453614,91.73617216,22,bike,low,1,0,01-12-2016,08:25:00
1010,BHMBCCMKT01,577,26.14453614,91.73617216,31,car,low,2,0,01-12-2016,08:58:00
1011,BHMBCCMKT01,577,26.14453614,91.73617216,47,car,low,2,0,01-12-2016,09:25:00
1012,BHMBCCMKT01,577,26.14453614,91.73617216,94,truck,low,2,0,01-12-2016,09:58:00
1013,BHMBCCMKT01,577,26.14453614,91.73617216,127,car,low,2,0,01-12-2016,10:25:00
1014,BHMBCCMKT01,577,26.14453614,91.73617216,153,bike,high,5,0,01-12-2016,10:58:00
1015,BHMBCCMKT01,577,26.14453614,91.73617216,174,cycle,high,6,0,01-12-2016,11:32:00
1016,BHMBCCMKT01,577,26.14453614,91.73617216,196,car,average,4,0,01-12-2016,11:58:00
1017,BHMBCCMKT01,577,26.14453614,91.73617216,191,bike,high,7,0,01-12-2016,12:25:00
1018,BHMBCCMKT01,577,26.14453614,91.73617216,207,car,high,7,0,01-12-2016,12:58:00
1019,BHMBCCMKT01,577,26.14453614,91.73617216,203,car,high,7,0,01-12-2016,13:25:00
1020,BHMBCCMKT01,577,26.14453614,91.73617216,190,car,average,5,0,01-12-2016,13:58:00
1021,BHMBCCMKT01,577,26.14453614,91.73617216,173,bike,average,3,0,01-12-2016,14:25:00
1022,BHMBCCMKT01,577,26.14453614,91.73617216,168,bike,average,3,0,01-12-2016,14:58:00
1023,BHMBCCMKT01,577,26.14453614,91.73617216,153,bike,low,3,0,01-12-2016,15:25:00
1024,BHMBCCMKT01,577,26.14453614,91.73617216,123,car,low,2,0,01-12-2016,15:58:00
1025,BHMBCCMKT01,577,26.14453614,91.73617216,108,car,low,2,0,01-12-2016,16:25:00
1026,BHMBCCMKT01,577,26.14453614,91.73617216,18,bike,low,1,0,02-12-2016,07:55:00
1027,BHMBCCMKT01,577,26.14453614,91.73617216,24,car,low,1,0,02-12-2016,08:28:00
1028,BHMBCCMKT01,577,26.14453614,91.73617216,40,cycle,low,2,0,02-12-2016,09:01:00
1029,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,02-12-2016,09:28:00
1030,BHMBCCMKT01,577,26.14453614,91.73617216,91,car,low,2,0,02-12-2016,10:02:00
1031,BHMBCCMKT01,577,26.14453614,91.73617216,122,car,low,2,0,02-12-2016,10:28:00
1032,BHMBCCMKT01,577,26.14453614,91.73617216,155,car,average,4,0,02-12-2016,11:01:00
1033,BHMBCCMKT01,577,26.14453614,91.73617216,181,cycle,average,5,0,02-12-2016,11:28:00
1034,BHMBCCMKT01,577,26.14453614,91.73617216,197,cycle,high,7,0,02-12-2016,12:01:00
1035,BHMBCCMKT01,577,26.14453614,91.73617216,196,bike,high,7,0,02-12-2016,12:28:00
1036,BHMBCCMKT01,577,26.14453614,91.73617216,200,bike,high,7,0,02-12-2016,12:58:00
1037,BHMBCCMKT01,577,26.14453614,91.73617216,203,car,high,6,0,02-12-2016,13:25:00
1038,BHMBCCMKT01,577,26.14453614,91.73617216,196,car,average,5,0,02-12-2016,13:58:00
1039,BHMBCCMKT01,577,26.14453614,91.73617216,186,bike,average,4,0,02-12-2016,14:25:00
1040,BHMBCCMKT01,577,26.14453614,91.73617216,175,car,average,4,0,02-12-2016,14:58:00
1041,BHMBCCMKT01,577,26.14453614,91.73617216,149,bike,low,2,0,02-12-2016,15:31:00
1042,BHMBCCMKT01,577,26.14453614,91.73617216,131,car,average,3,0,02-12-2016,15:58:00
1043,BHMBCCMKT01,577,26.14453614,91.73617216,105,bike,low,1,0,02-12-2016,16:32:00
1044,BHMBCCMKT01,577,26.14453614,91.73617216,11,bike,low,1,1,05-12-2016,08:02:00
1045,BHMBCCMKT01,577,26.14453614,91.73617216,14,car,low,1,1,05-12-2016,08:29:00
1046,BHMBCCMKT01,577,26.14453614,91.73617216,26,car,average,2,1,05-12-2016,09:02:00
1047,BHMBCCMKT01,577,26.14453614,91.73617216,39,car,low,2,1,05-12-2016,09:29:00
1048,BHMBCCMKT01,577,26.14453614,91.73617216,63,bike,low,4,1,05-12-2016,10:03:00
1049,BHMBCCMKT01,577,26.14453614,91.73617216,87,car,low,4,1,05-12-2016,10:29:00
1050,BHMBCCMKT01,577,26.14453614,91.73617216,113,truck,average,5,1,05-12-2016,11:02:00
1051,BHMBCCMKT01,577,26.14453614,91.73617216,126,car,average,6,1,05-12-2016,11:29:00
1052,BHMBCCMKT01,577,26.14453614,91.73617216,148,bike,high,9,1,05-12-2016,11:56:00
1053,BHMBCCMKT01,577,26.14453614,91.73617216,161,bike,high,10,1,05-12-2016,12:29:00
1054,BHMBCCMKT01,577,26.14453614,91.73617216,172,car,average,6,1,05-12-2016,13:02:00
1055,BHMBCCMKT01,577,26.14453614,91.73617216,177,cycle,high,9,1,05-12-2016,13:29:00
1056,BHMBCCMKT01,577,26.14453614,91.73617216,170,car,average,5,1,05-12-2016,14:02:00
1057,BHMBCCMKT01,577,26.14453614,91.73617216,165,car,average,5,1,05-12-2016,14:29:00
1058,BHMBCCMKT01,577,26.14453614,91.73617216,149,truck,average,4,1,05-12-2016,15:02:00
1059,BHMBCCMKT01,577,26.14453614,91.73617216,142,car,low,3,1,05-12-2016,15:29:00
1060,BHMBCCMKT01,577,26.14453614,91.73617216,106,car,average,3,1,05-12-2016,16:02:00
1061,BHMBCCMKT01,577,26.14453614,91.73617216,95,car,low,1,1,05-12-2016,16:29:00
1062,BHMBCCMKT01,577,26.14453614,91.73617216,11,car,low,1,0,06-12-2016,07:56:00
1063,BHMBCCMKT01,577,26.14453614,91.73617216,11,bike,low,0,0,06-12-2016,08:29:00
1064,BHMBCCMKT01,577,26.14453614,91.73617216,22,truck,low,1,0,06-12-2016,08:56:00
1065,BHMBCCMKT01,577,26.14453614,91.73617216,39,truck,low,1,0,06-12-2016,09:29:00
1066,BHMBCCMKT01,577,26.14453614,91.73617216,83,bike,low,2,0,06-12-2016,10:02:00
1067,BHMBCCMKT01,577,26.14453614,91.73617216,120,truck,average,4,0,06-12-2016,10:29:00
1068,BHMBCCMKT01,577,26.14453614,91.73617216,194,car,average,4,0,06-12-2016,11:02:00
1069,BHMBCCMKT01,577,26.14453614,91.73617216,220,car,high,7,0,06-12-2016,11:29:00
1070,BHMBCCMKT01,577,26.14453614,91.73617216,226,car,average,5,0,06-12-2016,11:56:00
1071,BHMBCCMKT01,577,26.14453614,91.73617216,240,bike,high,7,0,06-12-2016,12:29:00
1072,BHMBCCMKT01,577,26.14453614,91.73617216,238,car,high,7,0,06-12-2016,12:56:00
1073,BHMBCCMKT01,577,26.14453614,91.73617216,229,car,high,6,0,06-12-2016,13:29:00
1074,BHMBCCMKT01,577,26.14453614,91.73617216,208,car,high,5,0,06-12-2016,14:02:00
1075,BHMBCCMKT01,577,26.14453614,91.73617216,199,truck,average,3,0,06-12-2016,14:29:00
1076,BHMBCCMKT01,577,26.14453614,91.73617216,178,cycle,low,2,0,06-12-2016,15:02:00
1077,BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,average,2,0,06-12-2016,15:29:00
1078,BHMBCCMKT01,577,26.14453614,91.73617216,128,bike,low,2,0,06-12-2016,16:02:00
1079,BHMBCCMKT01,577,26.14453614,91.73617216,111,car,low,2,0,06-12-2016,16:29:00
1080,BHMBCCMKT01,577,26.14453614,91.73617216,11,car,low,1,0,07-12-2016,07:59:00
1081,BHMBCCMKT01,577,26.14453614,91.73617216,15,car,low,1,0,07-12-2016,08:26:00
1082,BHMBCCMKT01,577,26.14453614,91.73617216,20,car,low,1,0,07-12-2016,08:55:00
1083,BHMBCCMKT01,577,26.14453614,91.73617216,34,car,average,2,0,07-12-2016,09:26:00
1084,BHMBCCMKT01,577,26.14453614,91.73617216,68,car,low,2,0,07-12-2016,09:59:00
1085,BHMBCCMKT01,577,26.14453614,91.73617216,97,car,low,3,0,07-12-2016,10:26:00
1086,BHMBCCMKT01,577,26.14453614,91.73617216,136,car,average,4,0,07-12-2016,10:59:00
1087,BHMBCCMKT01,577,26.14453614,91.73617216,150,cycle,average,4,0,07-12-2016,11:25:00
1088,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,average,4,0,07-12-2016,11:59:00
1089,BHMBCCMKT01,577,26.14453614,91.73617216,172,car,high,7,0,07-12-2016,12:26:00
1090,BHMBCCMKT01,577,26.14453614,91.73617216,178,cycle,high,7,0,07-12-2016,12:59:00
1091,BHMBCCMKT01,577,26.14453614,91.73617216,183,car,average,4,0,07-12-2016,13:26:00
1092,BHMBCCMKT01,577,26.14453614,91.73617216,174,car,average,5,0,07-12-2016,13:59:00
1093,BHMBCCMKT01,577,26.14453614,91.73617216,157,car,average,3,0,07-12-2016,14:26:00
1094,BHMBCCMKT01,577,26.14453614,91.73617216,137,car,high,5,0,07-12-2016,14:59:00
1095,BHMBCCMKT01,577,26.14453614,91.73617216,125,bike,low,2,0,07-12-2016,15:32:00
1096,BHMBCCMKT01,577,26.14453614,91.73617216,115,bike,low,2,0,07-12-2016,15:59:00
1097,BHMBCCMKT01,577,26.14453614,91.73617216,103,bike,low,1,0,07-12-2016,16:32:00
1098,BHMBCCMKT01,577,26.14453614,91.73617216,14,bike,average,1,0,08-12-2016,07:59:00
1099,BHMBCCMKT01,577,26.14453614,91.73617216,17,car,low,1,0,08-12-2016,08:26:00
1100,BHMBCCMKT01,577,26.14453614,91.73617216,26,bike,low,1,0,08-12-2016,08:59:00
1101,BHMBCCMKT01,577,26.14453614,91.73617216,44,car,low,1,0,08-12-2016,09:26:00
1102,BHMBCCMKT01,577,26.14453614,91.73617216,82,bike,average,3,0,08-12-2016,09:59:00
1103,BHMBCCMKT01,577,26.14453614,91.73617216,124,bike,high,4,0,08-12-2016,10:32:00
1104,BHMBCCMKT01,577,26.14453614,91.73617216,159,car,average,4,0,08-12-2016,10:59:00
1105,BHMBCCMKT01,577,26.14453614,91.73617216,186,car,average,4,0,08-12-2016,11:32:00
1106,BHMBCCMKT01,577,26.14453614,91.73617216,209,car,average,5,0,08-12-2016,11:59:00
1107,BHMBCCMKT01,577,26.14453614,91.73617216,219,cycle,high,7,0,08-12-2016,12:25:00
1108,BHMBCCMKT01,577,26.14453614,91.73617216,223,car,high,7,0,08-12-2016,12:59:00
1109,BHMBCCMKT01,577,26.14453614,91.73617216,216,cycle,high,7,0,08-12-2016,13:25:00
1110,BHMBCCMKT01,577,26.14453614,91.73617216,215,car,average,5,0,08-12-2016,13:59:00
1111,BHMBCCMKT01,577,26.14453614,91.73617216,196,car,average,4,0,08-12-2016,14:26:00
1112,BHMBCCMKT01,577,26.14453614,91.73617216,169,car,average,4,0,08-12-2016,14:59:00
1113,BHMBCCMKT01,577,26.14453614,91.73617216,148,car,low,2,0,08-12-2016,15:26:00
1114,BHMBCCMKT01,577,26.14453614,91.73617216,138,car,low,2,0,08-12-2016,15:59:00
1115,BHMBCCMKT01,577,26.14453614,91.73617216,105,car,low,2,0,08-12-2016,16:32:00
1116,BHMBCCMKT01,577,26.14453614,91.73617216,12,car,low,2,0,09-12-2016,08:02:00
1117,BHMBCCMKT01,577,26.14453614,91.73617216,19,car,low,1,0,09-12-2016,08:29:00
1118,BHMBCCMKT01,577,26.14453614,91.73617216,27,car,low,1,0,09-12-2016,08:55:00
1119,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,2,0,09-12-2016,09:29:00
1120,BHMBCCMKT01,577,26.14453614,91.73617216,89,car,low,2,0,09-12-2016,09:55:00
1121,BHMBCCMKT01,577,26.14453614,91.73617216,133,car,low,3,0,09-12-2016,10:29:00
1122,BHMBCCMKT01,577,26.14453614,91.73617216,161,car,high,5,0,09-12-2016,10:56:00
1123,BHMBCCMKT01,577,26.14453614,91.73617216,190,car,average,4,0,09-12-2016,11:29:00
1124,BHMBCCMKT01,577,26.14453614,91.73617216,205,car,average,5,0,09-12-2016,11:56:00
1125,BHMBCCMKT01,577,26.14453614,91.73617216,203,truck,high,7,0,09-12-2016,12:29:00
1126,BHMBCCMKT01,577,26.14453614,91.73617216,210,car,high,7,0,09-12-2016,13:02:00
1127,BHMBCCMKT01,577,26.14453614,91.73617216,209,car,high,6,0,09-12-2016,13:29:00
1128,BHMBCCMKT01,577,26.14453614,91.73617216,217,car,average,4,0,09-12-2016,14:02:00
1129,BHMBCCMKT01,577,26.14453614,91.73617216,217,car,average,4,0,09-12-2016,14:29:00
1130,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,4,0,09-12-2016,14:56:00
1131,BHMBCCMKT01,577,26.14453614,91.73617216,162,car,low,2,0,09-12-2016,15:29:00
1132,BHMBCCMKT01,577,26.14453614,91.73617216,157,car,low,2,0,09-12-2016,16:02:00
1133,BHMBCCMKT01,577,26.14453614,91.73617216,136,truck,low,2,0,09-12-2016,16:29:00
1134,BHMBCCMKT01,577,26.14453614,91.73617216,7,car,low,0,0,10-12-2016,07:59:00
1135,BHMBCCMKT01,577,26.14453614,91.73617216,14,bike,low,1,0,10-12-2016,08:29:00
1136,BHMBCCMKT01,577,26.14453614,91.73617216,45,car,low,2,0,10-12-2016,09:02:00
1137,BHMBCCMKT01,577,26.14453614,91.73617216,84,bike,average,2,0,10-12-2016,09:29:00
1138,BHMBCCMKT01,577,26.14453614,91.73617216,124,car,low,2,0,10-12-2016,09:55:00
1139,BHMBCCMKT01,577,26.14453614,91.73617216,165,car,low,3,0,10-12-2016,10:29:00
1140,BHMBCCMKT01,577,26.14453614,91.73617216,201,truck,average,4,0,10-12-2016,11:02:00
1141,BHMBCCMKT01,577,26.14453614,91.73617216,244,car,average,5,0,10-12-2016,11:29:00
1142,BHMBCCMKT01,577,26.14453614,91.73617216,294,car,high,7,0,10-12-2016,12:02:00
1143,BHMBCCMKT01,577,26.14453614,91.73617216,344,truck,high,8,0,10-12-2016,12:29:00
1144,BHMBCCMKT01,577,26.14453614,91.73617216,383,car,high,8,0,10-12-2016,12:55:00
1145,BHMBCCMKT01,577,26.14453614,91.73617216,408,bike,high,7,0,10-12-2016,13:29:00
1146,BHMBCCMKT01,577,26.14453614,91.73617216,455,car,average,5,0,10-12-2016,13:56:00
1147,BHMBCCMKT01,577,26.14453614,91.73617216,467,car,high,5,0,10-12-2016,14:25:00
1148,BHMBCCMKT01,577,26.14453614,91.73617216,476,bike,average,4,0,10-12-2016,15:02:00
1149,BHMBCCMKT01,577,26.14453614,91.73617216,458,car,low,2,0,10-12-2016,15:25:00
1150,BHMBCCMKT01,577,26.14453614,91.73617216,453,car,low,2,0,10-12-2016,15:59:00
1151,BHMBCCMKT01,577,26.14453614,91.73617216,420,car,low,1,0,10-12-2016,16:25:00
1152,BHMBCCMKT01,577,26.14453614,91.73617216,3,car,low,0,1,11-12-2016,08:02:00
